FIPS,State,County,Population_2023
72079,PR,Lajas Municipio,22872.0
72081,PR,Lares Municipio,27729.0
72083,PR,Las Marías Municipio,8672.0
72085,PR,Las Piedras Municipio,34750.0
72087,PR,Loíza Municipio,22302.0
72089,PR,Luquillo Municipio,17386.0
72091,PR,Manatí Municipio,38655.0
72093,PR,Maricao Municipio,4523.0
72095,PR,Maunabo Municipio,10266.0
72097,PR,Mayagüez Municipio,69798.0
72099,PR,Moca Municipio,37325.0
72101,PR,Morovis Municipio,28197.0
72103,PR,Naguabo Municipio,22838.0
72105,PR,Naranjito Municipio,29282.0
72107,PR,Orocovis Municipio,21204.0
72109,PR,Patillas Municipio,15347.0
72111,PR,Peñuelas Municipio,19563.0
72113,PR,Ponce Municipio,130251.0
72115,PR,Quebradillas Municipio,23254.0
72117,PR,Rincón Municipio,15425.0
72119,PR,Río Grande Municipio,45568.0
72121,PR,Sabana Grande Municipio,22210.0
72123,PR,Salinas Municipio,24718.0
72125,PR,San Germán Municipio,30996.0
72127,PR,San Juan Municipio,333005.0
72129,PR,San Lorenzo Municipio,37264.0
72131,PR,San Sebastián Municipio,38926.0
72133,PR,Santa Isabel Municipio,19693.0
72135,PR,Toa Alta Municipio,65957.0
72137,PR,Toa Baja Municipio,71888.0
72139,PR,Trujillo Alto Municipio,66705.0
72141,PR,Utuado Municipio,27242.0
72143,PR,Vega Alta Municipio,34638.0
72145,PR,Vega Baja Municipio,53527.0
72147,PR,Vieques Municipio,7999.0
72149,PR,Villalba Municipio,21285.0
72151,PR,Yabucoa Municipio,28897.0
72153,PR,Yauco Municipio,32406.0
